filepath,gesture,session_id,sequence_idx,timestamp
data/red/subject_009_004.npy,red,subject_009,43,002_009_004.mp4
data/red/subject_009_005.npy,red,subject_009,44,002_009_005.mp4
data/red/subject_010_001.npy,red,subject_010,45,002_010_001.mp4
data/red/subject_010_002.npy,red,subject_010,46,002_010_002.mp4
data/red/subject_010_003.npy,red,subject_010,47,002_010_003.mp4
data/red/subject_010_004.npy,red,subject_010,48,002_010_004.mp4
data/red/subject_010_005.npy,red,subject_010,49,002_010_005.mp4
data/green/subject_001_001.npy,green,subject_001,0,003_001_001.mp4
data/green/subject_001_002.npy,green,subject_001,1,003_001_002.mp4
data/green/subject_001_003.npy,green,subject_001,2,003_001_003.mp4
data/green/subject_001_004.npy,green,subject_001,3,003_001_004.mp4
data/green/subject_001_005.npy,green,subject_001,4,003_001_005.mp4
data/green/subject_002_001.npy,green,subject_002,5,003_002_001.mp4
data/green/subject_002_002.npy,green,subject_002,6,003_002_002.mp4
data/green/subject_002_003.npy,green,subject_002,7,003_002_003.mp4
data/green/subject_002_004.npy,green,subject_002,8,003_002_004.mp4
data/green/subject_002_005.npy,green,subject_002,9,003_002_005.mp4
data/green/subject_003_001.npy,green,subject_003,10,003_003_001.mp4
data/green/subject_003_002.npy,green,subject_003,11,003_003_002.mp4
data/green/subject_003_003.npy,green,subject_003,12,003_003_003.mp4
data/green/subject_003_004.npy,green,subject_003,13,003_003_004.mp4
data/green/subject_003_005.npy,green,subject_003,14,003_003_005.mp4
data/green/subject_004_001.npy,green,subject_004,15,003_004_001.mp4
data/green/subject_004_002.npy,green,subject_004,16,003_004_002.mp4
data/green/subject_004_003.npy,green,subject_004,17,003_004_003.mp4
data/green/subject_004_004.npy,green,subject_004,18,003_004_004.mp4
data/green/subject_004_005.npy,green,subject_004,19,003_004_005.mp4
data/green/subject_005_001.npy,green,subject_005,20,003_005_001.mp4
data/green/subject_005_002.npy,green,subject_005,21,003_005_002.mp4
data/green/subject_005_003.npy,green,subject_005,22,003_005_003.mp4
data/green/subject_005_004.npy,green,subject_005,23,003_005_004.mp4
data/green/subject_005_005.npy,green,subject_005,24,003_005_005.mp4
data/green/subject_006_001.npy,green,subject_006,25,003_006_001.mp4
data/green/subject_006_002.npy,green,subject_006,26,003_006_002.mp4
data/green/subject_006_003.npy,green,subject_006,27,003_006_003.mp4
data/green/subject_006_004.npy,green,subject_006,28,003_006_004.mp4
data/green/subject_006_005.npy,green,subject_006,29,003_006_005.mp4
data/green/subject_007_001.npy,green,subject_007,30,003_007_001.mp4
data/green/subject_007_002.npy,green,subject_007,31,003_007_002.mp4
data/green/subject_007_003.npy,green,subject_007,32,003_007_003.mp4
data/green/subject_007_004.npy,green,subject_007,33,003_007_004.mp4
data/green/subject_007_005.npy,green,subject_007,34,003_007_005.mp4
data/green/subject_008_001.npy,green,subject_008,35,003_008_001.mp4
data/green/subject_008_002.npy,green,subject_008,36,003_008_002.mp4
data/green/subject_008_003.npy,green,subject_008,37,003_008_003.mp4
data/green/subject_008_004.npy,green,subject_008,38,003_008_004.mp4
data/green/subject_008_005.npy,green,subject_008,39,003_008_005.mp4
data/green/subject_009_001.npy,green,subject_009,40,003_009_001.mp4
data/green/subject_009_002.npy,green,subject_009,41,003_009_002.mp4
data/green/subject_009_003.npy,green,subject_009,42,003_009_003.mp4
data/green/subject_009_004.npy,green,subject_009,43,003_009_004.mp4
data/green/subject_009_005.npy,green,subject_009,44,003_009_005.mp4
data/green/subject_010_001.npy,green,subject_010,45,003_010_001.mp4
data/green/subject_010_002.npy,green,subject_010,46,003_010_002.mp4
data/green/subject_010_003.npy,green,subject_010,47,003_010_003.mp4
data/green/subject_010_004.npy,green,subject_010,48,003_010_004.mp4
data/green/subject_010_005.npy,green,subject_010,49,003_010_005.mp4
data/milk/subject_001_001.npy,milk,subject_001,0,021_001_001.mp4
data/milk/subject_001_002.npy,milk,subject_001,1,021_001_002.mp4
data/milk/subject_001_003.npy,milk,subject_001,2,021_001_003.mp4
data/milk/subject_001_004.npy,milk,subject_001,3,021_001_004.mp4
data/milk/subject_001_005.npy,milk,subject_001,4,021_001_005.mp4
data/milk/subject_002_001.npy,milk,subject_002,5,021_002_001.mp4
data/milk/subject_002_002.npy,milk,subject_002,6,021_002_002.mp4
data/milk/subject_002_003.npy,milk,subject_002,7,021_002_003.mp4
data/milk/subject_002_004.npy,milk,subject_002,8,021_002_004.mp4
data/milk/subject_002_005.npy,milk,subject_002,9,021_002_005.mp4
data/milk/subject_003_001.npy,milk,subject_003,10,021_003_001.mp4
data/milk/subject_003_002.npy,milk,subject_003,11,021_003_002.mp4
data/milk/subject_003_003.npy,milk,subject_003,12,021_003_003.mp4
data/milk/subject_003_004.npy,milk,subject_003,13,021_003_004.mp4
data/milk/subject_003_005.npy,milk,subject_003,14,021_003_005.mp4
data/milk/subject_004_001.npy,milk,subject_004,15,021_004_001.mp4
data/milk/subject_004_002.npy,milk,subject_004,16,021_004_002.mp4
data/milk/subject_004_003.npy,milk,subject_004,17,021_004_003.mp4
data/milk/subject_004_004.npy,milk,subject_004,18,021_004_004.mp4
data/milk/subject_004_005.npy,milk,subject_004,19,021_004_005.mp4
data/milk/subject_005_001.npy,milk,subject_005,20,021_005_001.mp4
data/milk/subject_005_002.npy,milk,subject_005,21,021_005_002.mp4
data/milk/subject_005_003.npy,milk,subject_005,22,021_005_003.mp4
data/milk/subject_005_004.npy,milk,subject_005,23,021_005_004.mp4
data/milk/subject_005_005.npy,milk,subject_005,24,021_005_005.mp4
data/milk/subject_006_001.npy,milk,subject_006,25,021_006_001.mp4
data/milk/subject_006_002.npy,milk,subject_006,26,021_006_002.mp4
data/milk/subject_006_003.npy,milk,subject_006,27,021_006_003.mp4
data/milk/subject_006_004.npy,milk,subject_006,28,021_006_004.mp4
data/milk/subject_006_005.npy,milk,subject_006,29,021_006_005.mp4
data/milk/subject_007_001.npy,milk,subject_007,30,021_007_001.mp4
data/milk/subject_007_002.npy,milk,subject_007,31,021_007_002.mp4
data/milk/subject_007_003.npy,milk,subject_007,32,021_007_003.mp4
data/milk/subject_007_004.npy,milk,subject_007,33,021_007_004.mp4
data/milk/subject_007_005.npy,milk,subject_007,34,021_007_005.mp4
data/milk/subject_008_001.npy,milk,subject_008,35,021_008_001.mp4
data/milk/subject_008_002.npy,milk,subject_008,36,021_008_002.mp4
data/milk/subject_008_003.npy,milk,subject_008,37,021_008_003.mp4
data/milk/subject_008_004.npy,milk,subject_008,38,021_008_004.mp4
data/milk/subject_008_005.npy,milk,subject_008,39,021_008_005.mp4
data/milk/subject_009_001.npy,milk,subject_009,40,021_009_001.mp4
data/milk/subject_009_002.npy,milk,subject_009,41,021_009_002.mp4
data/milk/subject_009_003.npy,milk,subject_009,42,021_009_003.mp4
data/milk/subject_009_004.npy,milk,subject_009,43,021_009_004.mp4
data/milk/subject_009_005.npy,milk,subject_009,44,021_009_005.mp4
data/milk/subject_010_001.npy,milk,subject_010,45,021_010_001.mp4
data/milk/subject_010_002.npy,milk,subject_010,46,021_010_002.mp4
data/milk/subject_010_003.npy,milk,subject_010,47,021_010_003.mp4
data/milk/subject_010_004.npy,milk,subject_010,48,021_010_004.mp4
data/milk/subject_010_005.npy,milk,subject_010,49,021_010_005.mp4
data/water/subject_001_001.npy,water,subject_001,0,022_001_001.mp4
data/water/subject_001_002.npy,water,subject_001,1,022_001_002.mp4
data/water/subject_001_003.npy,water,subject_001,2,022_001_003.mp4
data/water/subject_001_004.npy,water,subject_001,3,022_001_004.mp4
data/water/subject_001_005.npy,water,subject_001,4,022_001_005.mp4
data/water/subject_002_001.npy,water,subject_002,5,022_002_001.mp4
data/water/subject_002_002.npy,water,subject_002,6,022_002_002.mp4
data/water/subject_002_003.npy,water,subject_002,7,022_002_003.mp4
data/water/subject_002_004.npy,water,subject_002,8,022_002_004.mp4
data/water/subject_002_005.npy,water,subject_002,9,022_002_005.mp4
data/water/subject_003_001.npy,water,subject_003,10,022_003_001.mp4
data/water/subject_003_002.npy,water,subject_003,11,022_003_002.mp4
data/water/subject_003_003.npy,water,subject_003,12,022_003_003.mp4
data/water/subject_003_004.npy,water,subject_003,13,022_003_004.mp4
data/water/subject_003_005.npy,water,subject_003,14,022_003_005.mp4
data/water/subject_004_001.npy,water,subject_004,15,022_004_001.mp4
data/water/subject_004_002.npy,water,subject_004,16,022_004_002.mp4
data/water/subject_004_003.npy,water,subject_004,17,022_004_003.mp4
data/water/subject_004_004.npy,water,subject_004,18,022_004_004.mp4
data/water/subject_004_005.npy,water,subject_004,19,022_004_005.mp4
data/water/subject_005_001.npy,water,subject_005,20,022_005_001.mp4
data/water/subject_005_002.npy,water,subject_005,21,022_005_002.mp4
data/water/subject_005_003.npy,water,subject_005,22,022_005_003.mp4
data/water/subject_005_004.npy,water,subject_005,23,022_005_004.mp4
data/water/subject_005_005.npy,water,subject_005,24,022_005_005.mp4
data/water/subject_006_001.npy,water,subject_006,25,022_006_001.mp4
data/water/subject_006_002.npy,water,subject_006,26,022_006_002.mp4
data/water/subject_006_003.npy,water,subject_006,27,022_006_003.mp4
data/water/subject_006_004.npy,water,subject_006,28,022_006_004.mp4
data/water/subject_006_005.npy,water,subject_006,29,022_006_005.mp4
data/water/subject_007_001.npy,water,subject_007,30,022_007_001.mp4
data/water/subject_007_002.npy,water,subject_007,31,022_007_002.mp4
data/water/subject_007_003.npy,water,subject_007,32,022_007_003.mp4
data/water/subject_007_004.npy,water,subject_007,33,022_007_004.mp4
data/water/subject_007_005.npy,water,subject_007,34,022_007_005.mp4
data/water/subject_008_001.npy,water,subject_008,35,022_008_001.mp4
data/water/subject_008_002.npy,water,subject_008,36,022_008_002.mp4
data/water/subject_008_003.npy,water,subject_008,37,022_008_003.mp4
data/water/subject_008_004.npy,water,subject_008,38,022_008_004.mp4
data/water/subject_008_005.npy,water,subject_008,39,022_008_005.mp4
data/water/subject_009_001.npy,water,subject_009,40,022_009_001.mp4
data/water/subject_009_002.npy,water,subject_009,41,022_009_002.mp4
data/water/subject_009_003.npy,water,subject_009,42,022_009_003.mp4
data/water/subject_009_004.npy,water,subject_009,43,022_009_004.mp4
data/water/subject_009_005.npy,water,subject_009,44,022_009_005.mp4
data/water/subject_010_001.npy,water,subject_010,45,022_010_001.mp4
data/water/subject_010_002.npy,water,subject_010,46,022_010_002.mp4
data/water/subject_010_003.npy,water,subject_010,47,022_010_003.mp4
data/water/subject_010_004.npy,water,subject_010,48,022_010_004.mp4
data/water/subject_010_005.npy,water,subject_010,49,022_010_005.mp4
data/food/subject_001_001.npy,food,subject_001,0,023_001_001.mp4
data/food/subject_001_002.npy,food,subject_001,1,023_001_002.mp4
data/food/subject_001_003.npy,food,subject_001,2,023_001_003.mp4
data/food/subject_001_004.npy,food,subject_001,3,023_001_004.mp4
data/food/subject_001_005.npy,food,subject_001,4,023_001_005.mp4
data/food/subject_002_001.npy,food,subject_002,5,023_002_001.mp4
data/food/subject_002_002.npy,food,subject_002,6,023_002_002.mp4
data/food/subject_002_003.npy,food,subject_002,7,023_002_003.mp4
data/food/subject_002_004.npy,food,subject_002,8,023_002_004.mp4
data/food/subject_002_005.npy,food,subject_002,9,023_002_005.mp4
data/food/subject_003_001.npy,food,subject_003,10,023_003_001.mp4
data/food/subject_003_002.npy,food,subject_003,11,023_003_002.mp4
data/food/subject_003_003.npy,food,subject_003,12,023_003_003.mp4
data/food/subject_003_004.npy,food,subject_003,13,023_003_004.mp4
data/food/subject_003_005.npy,food,subject_003,14,023_003_005.mp4
data/food/subject_004_001.npy,food,subject_004,15,023_004_001.mp4
data/food/subject_004_002.npy,food,subject_004,16,023_004_002.mp4
data/food/subject_004_003.npy,food,subject_004,17,023_004_003.mp4
data/food/subject_004_004.npy,food,subject_004,18,023_004_004.mp4
data/food/subject_004_005.npy,food,subject_004,19,023_004_005.mp4
data/food/subject_005_001.npy,food,subject_005,20,023_005_001.mp4
data/food/subject_005_002.npy,food,subject_005,21,023_005_002.mp4
data/food/subject_005_003.npy,food,subject_005,22,023_005_003.mp4
data/food/subject_005_004.npy,food,subject_005,23,023_005_004.mp4
data/food/subject_005_005.npy,food,subject_005,24,023_005_005.mp4
data/food/subject_006_001.npy,food,subject_006,25,023_006_001.mp4
data/food/subject_006_002.npy,food,subject_006,26,023_006_002.mp4
data/food/subject_006_003.npy,food,subject_006,27,023_006_003.mp4
data/food/subject_006_004.npy,food,subject_006,28,023_006_004.mp4
data/food/subject_007_001.npy,food,subject_007,29,023_007_001.mp4
data/food/subject_007_002.npy,food,subject_007,30,023_007_002.mp4
data/food/subject_007_003.npy,food,subject_007,31,023_007_003.mp4
data/food/subject_007_004.npy,food,subject_007,32,023_007_004.mp4
data/food/subject_007_005.npy,food,subject_007,33,023_007_005.mp4
data/food/subject_008_001.npy,food,subject_008,34,023_008_001.mp4
data/food/subject_008_002.npy,food,subject_008,35,023_008_002.mp4
data/food/subject_008_003.npy,food,subject_008,36,023_008_003.mp4
data/food/subject_008_004.npy,food,subject_008,37,023_008_004.mp4
data/food/subject_008_005.npy,food,subject_008,38,023_008_005.mp4
data/food/subject_009_001.npy,food,subject_009,39,023_009_001.mp4
data/food/subject_009_002.npy,food,subject_009,40,023_009_002.mp4
data/food/subject_009_003.npy,food,subject_009,41,023_009_003.mp4
data/food/subject_009_004.npy,food,subject_009,42,023_009_004.mp4
data/food/subject_009_005.npy,food,subject_009,43,023_009_005.mp4
data/food/subject_010_001.npy,food,subject_010,44,023_010_001.mp4
data/food/subject_010_002.npy,food,subject_010,45,023_010_002.mp4
data/food/subject_010_003.npy,food,subject_010,46,023_010_003.mp4
data/food/subject_010_004.npy,food,subject_010,47,023_010_004.mp4
data/food/subject_010_005.npy,food,subject_010,48,023_010_005.mp4
data/name/subject_001_001.npy,name,subject_001,0,039_001_001.mp4
data/name/subject_001_002.npy,name,subject_001,1,039_001_002.mp4
data/name/subject_001_003.npy,name,subject_001,2,039_001_003.mp4
data/name/subject_001_004.npy,name,subject_001,3,039_001_004.mp4
data/name/subject_001_005.npy,name,subject_001,4,039_001_005.mp4
data/name/subject_002_001.npy,name,subject_002,5,039_002_001.mp4
data/name/subject_002_002.npy,name,subject_002,6,039_002_002.mp4
data/name/subject_002_003.npy,name,subject_002,7,039_002_003.mp4
data/name/subject_002_004.npy,name,subject_002,8,039_002_004.mp4
data/name/subject_002_005.npy,name,subject_002,9,039_002_005.mp4
data/name/subject_003_001.npy,name,subject_003,10,039_003_001.mp4
data/name/subject_003_002.npy,name,subject_003,11,039_003_002.mp4
data/name/subject_003_003.npy,name,subject_003,12,039_003_003.mp4
data/name/subject_003_004.npy,name,subject_003,13,039_003_004.mp4
data/name/subject_003_005.npy,name,subject_003,14,039_003_005.mp4
data/name/subject_004_001.npy,name,subject_004,15,039_004_001.mp4
data/name/subject_004_002.npy,name,subject_004,16,039_004_002.mp4
data/name/subject_004_003.npy,name,subject_004,17,039_004_003.mp4
data/name/subject_004_004.npy,name,subject_004,18,039_004_004.mp4
data/name/subject_004_005.npy,name,subject_004,19,039_004_005.mp4
data/name/subject_005_001.npy,name,subject_005,20,039_005_001.mp4
data/name/subject_005_002.npy,name,subject_005,21,039_005_002.mp4
data/name/subject_005_003.npy,name,subject_005,22,039_005_003.mp4
data/name/subject_005_004.npy,name,subject_005,23,039_005_004.mp4
data/name/subject_005_005.npy,name,subject_005,24,039_005_005.mp4
data/name/subject_006_001.npy,name,subject_006,25,039_006_001.mp4
data/name/subject_006_002.npy,name,subject_006,26,039_006_002.mp4
data/name/subject_006_003.npy,name,subject_006,27,039_006_003.mp4
data/name/subject_006_004.npy,name,subject_006,28,039_006_004.mp4
data/name/subject_006_005.npy,name,subject_006,29,039_006_005.mp4
data/name/subject_007_001.npy,name,subject_007,30,039_007_001.mp4
data/name/subject_007_002.npy,name,subject_007,31,039_007_002.mp4
data/name/subject_007_003.npy,name,subject_007,32,039_007_003.mp4
data/name/subject_007_004.npy,name,subject_007,33,039_007_004.mp4
data/name/subject_007_005.npy,name,subject_007,34,039_007_005.mp4
data/name/subject_008_001.npy,name,subject_008,35,039_008_001.mp4
data/name/subject_008_002.npy,name,subject_008,36,039_008_002.mp4
data/name/subject_008_003.npy,name,subject_008,37,039_008_003.mp4
data/name/subject_008_004.npy,name,subject_008,38,039_008_004.mp4
data/name/subject_008_005.npy,name,subject_008,39,039_008_005.mp4
data/name/subject_009_001.npy,name,subject_009,40,039_009_001.mp4
data/name/subject_009_002.npy,name,subject_009,41,039_009_002.mp4
data/name/subject_009_003.npy,name,subject_009,42,039_009_003.mp4
data/name/subject_009_004.npy,name,subject_009,43,039_009_004.mp4
data/name/subject_009_005.npy,name,subject_009,44,039_009_005.mp4
data/name/subject_010_001.npy,name,subject_010,45,039_010_001.mp4
data/name/subject_010_002.npy,name,subject_010,46,039_010_002.mp4
data/name/subject_010_003.npy,name,subject_010,47,039_010_003.mp4
data/name/subject_010_004.npy,name,subject_010,48,039_010_004.mp4
data/name/subject_010_005.npy,name,subject_010,49,039_010_005.mp4
data/thanks/subject_001_001.npy,thanks,subject_001,0,051_001_001.mp4
data/thanks/subject_001_002.npy,thanks,subject_001,1,051_001_002.mp4
data/thanks/subject_001_003.npy,thanks,subject_001,2,051_001_003.mp4
data/thanks/subject_001_004.npy,thanks,subject_001,3,051_001_004.mp4
data/thanks/subject_001_005.npy,thanks,subject_001,4,051_001_005.mp4
data/thanks/subject_002_001.npy,thanks,subject_002,5,051_002_001.mp4
data/thanks/subject_002_002.npy,thanks,subject_002,6,051_002_002.mp4
data/thanks/subject_002_003.npy,thanks,subject_002,7,051_002_003.mp4
data/thanks/subject_002_004.npy,thanks,subject_002,8,051_002_004.mp4
data/thanks/subject_002_005.npy,thanks,subject_002,9,051_002_005.mp4
data/thanks/subject_003_001.npy,thanks,subject_003,10,051_003_001.mp4
data/thanks/subject_003_002.npy,thanks,subject_003,11,051_003_002.mp4
data/thanks/subject_003_003.npy,thanks,subject_003,12,051_003_003.mp4
data/thanks/subject_003_004.npy,thanks,subject_003,13,051_003_004.mp4
data/thanks/subject_003_005.npy,thanks,subject_003,14,051_003_005.mp4
data/thanks/subject_004_001.npy,thanks,subject_004,15,051_004_001.mp4
data/thanks/subject_004_002.npy,thanks,subject_004,16,051_004_002.mp4
data/thanks/subject_004_003.npy,thanks,subject_004,17,051_004_003.mp4
data/thanks/subject_004_004.npy,thanks,subject_004,18,051_004_004.mp4
data/thanks/subject_004_005.npy,thanks,subject_004,19,051_004_005.mp4
data/thanks/subject_005_001.npy,thanks,subject_005,20,051_005_001.mp4
data/thanks/subject_005_002.npy,thanks,subject_005,21,051_005_002.mp4
data/thanks/subject_005_003.npy,thanks,subject_005,22,051_005_003.mp4
data/thanks/subject_005_004.npy,thanks,subject_005,23,051_005_004.mp4
data/thanks/subject_005_005.npy,thanks,subject_005,24,051_005_005.mp4
data/thanks/subject_006_001.npy,thanks,subject_006,25,051_006_001.mp4
data/thanks/subject_006_002.npy,thanks,subject_006,26,051_006_002.mp4
data/thanks/subject_006_003.npy,thanks,subject_006,27,051_006_003.mp4
data/thanks/subject_006_004.npy,thanks,subject_006,28,051_006_004.mp4
data/thanks/subject_006_005.npy,thanks,subject_006,29,051_006_005.mp4
data/thanks/subject_007_001.npy,thanks,subject_007,30,051_007_001.mp4
data/thanks/subject_007_002.npy,thanks,subject_007,31,051_007_002.mp4
data/thanks/subject_007_003.npy,thanks,subject_007,32,051_007_003.mp4
data/thanks/subject_007_004.npy,thanks,subject_007,33,051_007_004.mp4
data/thanks/subject_007_005.npy,thanks,subject_007,34,051_007_005.mp4
data/thanks/subject_008_001.npy,thanks,subject_008,35,051_008_001.mp4
data/thanks/subject_008_002.npy,thanks,subject_008,36,051_008_002.mp4
data/thanks/subject_008_003.npy,thanks,subject_008,37,051_008_003.mp4
data/thanks/subject_008_004.npy,thanks,subject_008,38,051_008_004.mp4
data/thanks/subject_008_005.npy,thanks,subject_008,39,051_008_005.mp4
data/thanks/subject_009_001.npy,thanks,subject_009,40,051_009_001.mp4
data/thanks/subject_009_002.npy,thanks,subject_009,41,051_009_002.mp4
data/thanks/subject_009_003.npy,thanks,subject_009,42,051_009_003.mp4
data/thanks/subject_009_004.npy,thanks,subject_009,43,051_009_004.mp4
data/thanks/subject_009_005.npy,thanks,subject_009,44,051_009_005.mp4
data/thanks/subject_010_001.npy,thanks,subject_010,45,051_010_001.mp4
data/thanks/subject_010_002.npy,thanks,subject_010,46,051_010_002.mp4
data/thanks/subject_010_003.npy,thanks,subject_010,47,051_010_003.mp4
data/thanks/subject_010_004.npy,thanks,subject_010,48,051_010_004.mp4
data/thanks/subject_010_005.npy,thanks,subject_010,49,051_010_005.mp4
data/help/subject_001_002.npy,help,subject_001,0,056_001_002.mp4
data/help/subject_001_003.npy,help,subject_001,1,056_001_003.mp4
data/help/subject_001_004.npy,help,subject_001,2,056_001_004.mp4
data/help/subject_001_005.npy,help,subject_001,3,056_001_005.mp4
data/help/subject_002_001.npy,help,subject_002,4,056_002_001.mp4
data/help/subject_002_002.npy,help,subject_002,5,056_002_002.mp4
data/help/subject_002_003.npy,help,subject_002,6,056_002_003.mp4
data/help/subject_002_004.npy,help,subject_002,7,056_002_004.mp4
data/help/subject_002_005.npy,help,subject_002,8,056_002_005.mp4
data/help/subject_003_001.npy,help,subject_003,9,056_003_001.mp4
data/help/subject_003_002.npy,help,subject_003,10,056_003_002.mp4
data/help/subject_003_003.npy,help,subject_003,11,056_003_003.mp4
data/help/subject_003_004.npy,help,subject_003,12,056_003_004.mp4
data/help/subject_003_005.npy,help,subject_003,13,056_003_005.mp4
data/help/subject_004_001.npy,help,subject_004,14,056_004_001.mp4
data/help/subject_004_002.npy,help,subject_004,15,056_004_002.mp4
data/help/subject_004_003.npy,help,subject_004,16,056_004_003.mp4
data/help/subject_004_004.npy,help,subject_004,17,056_004_004.mp4
data/help/subject_004_005.npy,help,subject_004,18,056_004_005.mp4
data/help/subject_005_001.npy,help,subject_005,19,056_005_001.mp4
data/help/subject_005_002.npy,help,subject_005,20,056_005_002.mp4
data/help/subject_005_003.npy,help,subject_005,21,056_005_003.mp4
data/help/subject_005_004.npy,help,subject_005,22,056_005_004.mp4
data/help/subject_005_005.npy,help,subject_005,23,056_005_005.mp4
data/help/subject_006_001.npy,help,subject_006,24,056_006_001.mp4
data/help/subject_006_002.npy,help,subject_006,25,056_006_002.mp4
data/help/subject_006_003.npy,help,subject_006,26,056_006_003.mp4
data/help/subject_006_004.npy,help,subject_006,27,056_006_004.mp4
data/help/subject_006_005.npy,help,subject_006,28,056_006_005.mp4
data/help/subject_007_001.npy,help,subject_007,29,056_007_001.mp4
data/help/subject_007_002.npy,help,subject_007,30,056_007_002.mp4
data/help/subject_007_003.npy,help,subject_007,31,056_007_003.mp4
data/help/subject_007_004.npy,help,subject_007,32,056_007_004.mp4
data/help/subject_007_005.npy,help,subject_007,33,056_007_005.mp4
data/help/subject_008_001.npy,help,subject_008,34,056_008_001.mp4
data/help/subject_008_002.npy,help,subject_008,35,056_008_002.mp4
data/help/subject_008_003.npy,help,subject_008,36,056_008_003.mp4
data/help/subject_008_004.npy,help,subject_008,37,056_008_004.mp4
data/help/subject_008_005.npy,help,subject_008,38,056_008_005.mp4
data/help/subject_009_001.npy,help,subject_009,39,056_009_001.mp4
data/help/subject_009_002.npy,help,subject_009,40,056_009_002.mp4
data/help/subject_009_003.npy,help,subject_009,41,056_009_003.mp4
data/help/subject_009_004.npy,help,subject_009,42,056_009_004.mp4
data/help/subject_009_005.npy,help,subject_009,43,056_009_005.mp4
data/help/subject_010_001.npy,help,subject_010,44,056_010_001.mp4
data/help/subject_010_002.npy,help,subject_010,45,056_010_002.mp4
data/help/subject_010_003.npy,help,subject_010,46,056_010_003.mp4
data/help/subject_010_004.npy,help,subject_010,47,056_010_004.mp4
data/help/subject_010_005.npy,help,subject_010,48,056_010_005.mp4
data/buy/subject_001_001.npy,buy,subject_001,0,059_001_001.mp4
data/buy/subject_001_002.npy,buy,subject_001,1,059_001_002.mp4
data/buy/subject_001_003.npy,buy,subject_001,2,059_001_003.mp4
data/buy/subject_001_004.npy,buy,subject_001,3,059_001_004.mp4
data/buy/subject_001_005.npy,buy,subject_001,4,059_001_005.mp4
data/buy/subject_002_001.npy,buy,subject_002,5,059_002_001.mp4
data/buy/subject_002_002.npy,buy,subject_002,6,059_002_002.mp4
data/buy/subject_002_003.npy,buy,subject_002,7,059_002_003.mp4
data/buy/subject_002_004.npy,buy,subject_002,8,059_002_004.mp4
data/buy/subject_002_005.npy,buy,subject_002,9,059_002_005.mp4
data/buy/subject_003_001.npy,buy,subject_003,10,059_003_001.mp4
data/buy/subject_003_002.npy,buy,subject_003,11,059_003_002.mp4
data/buy/subject_003_003.npy,buy,subject_003,12,059_003_003.mp4
data/buy/subject_003_004.npy,buy,subject_003,13,059_003_004.mp4
