filepath,gesture,session_id,split
data/help/subject_006_005.npy,help,subject_006,train
data/help/subject_007_001.npy,help,subject_007,train
data/help/subject_007_002.npy,help,subject_007,train
data/help/subject_007_003.npy,help,subject_007,train
data/help/subject_007_004.npy,help,subject_007,train
data/help/subject_007_005.npy,help,subject_007,train
data/help/subject_008_001.npy,help,subject_008,train
data/help/subject_008_002.npy,help,subject_008,train
data/help/subject_008_003.npy,help,subject_008,train
data/help/subject_008_004.npy,help,subject_008,train
data/help/subject_008_005.npy,help,subject_008,train
data/help/subject_009_001.npy,help,subject_009,train
data/help/subject_009_002.npy,help,subject_009,train
data/help/subject_009_003.npy,help,subject_009,train
data/help/subject_009_004.npy,help,subject_009,train
data/help/subject_009_005.npy,help,subject_009,train
data/help/subject_010_001.npy,help,subject_010,val
data/help/subject_010_002.npy,help,subject_010,val
data/help/subject_010_003.npy,help,subject_010,val
data/help/subject_010_004.npy,help,subject_010,val
data/help/subject_010_005.npy,help,subject_010,val
data/buy/subject_001_001.npy,buy,subject_001,test
data/buy/subject_001_002.npy,buy,subject_001,test
data/buy/subject_001_003.npy,buy,subject_001,test
data/buy/subject_001_004.npy,buy,subject_001,test
data/buy/subject_001_005.npy,buy,subject_001,test
data/buy/subject_002_001.npy,buy,subject_002,test
data/buy/subject_002_002.npy,buy,subject_002,test
data/buy/subject_002_003.npy,buy,subject_002,test
data/buy/subject_002_004.npy,buy,subject_002,test
data/buy/subject_002_005.npy,buy,subject_002,test
data/buy/subject_003_001.npy,buy,subject_003,train
data/buy/subject_003_002.npy,buy,subject_003,train
data/buy/subject_003_003.npy,buy,subject_003,train
data/buy/subject_003_004.npy,buy,subject_003,train
data/buy/subject_004_001.npy,buy,subject_004,train
data/buy/subject_004_002.npy,buy,subject_004,train
data/buy/subject_004_003.npy,buy,subject_004,train
data/buy/subject_004_004.npy,buy,subject_004,train
data/buy/subject_004_005.npy,buy,subject_004,train
data/buy/subject_005_001.npy,buy,subject_005,val
data/buy/subject_005_002.npy,buy,subject_005,val
data/buy/subject_005_003.npy,buy,subject_005,val
data/buy/subject_005_004.npy,buy,subject_005,val
data/buy/subject_005_005.npy,buy,subject_005,val
data/buy/subject_006_001.npy,buy,subject_006,train
data/buy/subject_006_002.npy,buy,subject_006,train
data/buy/subject_006_003.npy,buy,subject_006,train
data/buy/subject_006_004.npy,buy,subject_006,train
data/buy/subject_006_005.npy,buy,subject_006,train
data/buy/subject_007_001.npy,buy,subject_007,train
data/buy/subject_007_002.npy,buy,subject_007,train
data/buy/subject_007_003.npy,buy,subject_007,train
data/buy/subject_007_004.npy,buy,subject_007,train
data/buy/subject_007_005.npy,buy,subject_007,train
data/buy/subject_008_001.npy,buy,subject_008,train
data/buy/subject_008_002.npy,buy,subject_008,train
data/buy/subject_008_003.npy,buy,subject_008,train
data/buy/subject_008_004.npy,buy,subject_008,train
data/buy/subject_008_005.npy,buy,subject_008,train
data/buy/subject_009_001.npy,buy,subject_009,train
data/buy/subject_009_002.npy,buy,subject_009,train
data/buy/subject_009_003.npy,buy,subject_009,train
data/buy/subject_009_004.npy,buy,subject_009,train
data/buy/subject_009_005.npy,buy,subject_009,train
data/buy/subject_010_001.npy,buy,subject_010,val
data/buy/subject_010_002.npy,buy,subject_010,val
data/buy/subject_010_003.npy,buy,subject_010,val
data/buy/subject_010_004.npy,buy,subject_010,val
data/buy/subject_010_005.npy,buy,subject_010,val
data/run/subject_001_001.npy,run,subject_001,test
data/run/subject_001_002.npy,run,subject_001,test
data/run/subject_001_003.npy,run,subject_001,test
data/run/subject_001_004.npy,run,subject_001,test
data/run/subject_001_005.npy,run,subject_001,test
data/run/subject_002_002.npy,run,subject_002,test
data/run/subject_002_005.npy,run,subject_002,test
data/run/subject_003_001.npy,run,subject_003,train
data/run/subject_003_002.npy,run,subject_003,train
data/run/subject_003_003.npy,run,subject_003,train
data/run/subject_003_004.npy,run,subject_003,train
data/run/subject_003_005.npy,run,subject_003,train
data/run/subject_004_001.npy,run,subject_004,train
data/run/subject_004_002.npy,run,subject_004,train
data/run/subject_004_003.npy,run,subject_004,train
data/run/subject_004_004.npy,run,subject_004,train
data/run/subject_004_005.npy,run,subject_004,train
data/run/subject_005_001.npy,run,subject_005,val
data/run/subject_005_002.npy,run,subject_005,val
data/run/subject_005_003.npy,run,subject_005,val
data/run/subject_005_004.npy,run,subject_005,val
data/run/subject_005_005.npy,run,subject_005,val
data/run/subject_006_001.npy,run,subject_006,train
data/run/subject_006_002.npy,run,subject_006,train
data/run/subject_006_003.npy,run,subject_006,train
data/run/subject_006_004.npy,run,subject_006,train
data/run/subject_006_005.npy,run,subject_006,train
data/run/subject_007_001.npy,run,subject_007,train
data/run/subject_007_002.npy,run,subject_007,train
data/run/subject_007_003.npy,run,subject_007,train
data/run/subject_007_004.npy,run,subject_007,train
data/run/subject_007_005.npy,run,subject_007,train
data/run/subject_008_001.npy,run,subject_008,train
data/run/subject_008_002.npy,run,subject_008,train
data/run/subject_008_003.npy,run,subject_008,train
data/run/subject_008_004.npy,run,subject_008,train
data/run/subject_008_005.npy,run,subject_008,train
data/run/subject_009_001.npy,run,subject_009,train
data/run/subject_009_002.npy,run,subject_009,train
data/run/subject_009_003.npy,run,subject_009,train
data/run/subject_009_004.npy,run,subject_009,train
data/run/subject_009_005.npy,run,subject_009,train
data/run/subject_010_001.npy,run,subject_010,val
data/run/subject_010_002.npy,run,subject_010,val
data/run/subject_010_003.npy,run,subject_010,val
data/run/subject_010_004.npy,run,subject_010,val
data/run/subject_010_005.npy,run,subject_010,val
